"UTM Source","UTM Medium","UTM Campaign","UTM Content","UTM Term","Конверсия ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Достижения цели ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Целевые визиты ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Доход по цели ([PRO] Рега на марафон запуск 2 - JS Отправка формы), RUB","Целевые посетители ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Роботность ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Отказы ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Глубина просмотра ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Время на сайте ([PRO] Рега на марафон запуск 2 - JS Отправка формы)"
"vk","Orange","1029935223","174670652","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.333333333333333","00:02:20"
"vk","Orange","1029935223","174670753","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","5.666666666666667","00:04:15"
"vk","Orange","1029935223","174670941","Не определено","0.375","3","3","0.0","3","0.0","0.0","4.0","00:01:41"
"vk","Orange","1029935445","174673678","Не определено","0.2727272727272727","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:02:21"
"vk","Orange","1029945483","174800757","Не определено","0.6","3","3","0.0","3","0.0","0.0","6.0","00:03:49"
"vk","Orange","1029951354","174880136","Не определено","0.6","3","3","0.0","3","0.0","0.0","7.0","00:04:38"
"vk","Orange","1029951354","174880202","Не определено","0.2727272727272727","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:02:51"
"vk","Orange","1029952695","174899859","Не определено","0.75","3","3","0.0","3","0.0","0.0","6.0","00:02:01"
"vk","Orange","1029952816","174905120","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:49"
"vk","Orange","1029955386","174934419","Не определено","0.75","3","3","0.0","3","0.0","0.0","5.0","00:03:19"
"vk","Orange","1029966757","175086215","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:56"
"vk","Orange","1029966757","175086326","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:06"
"vk","Orange","1029967944","175103013","Не определено","0.6","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:46"
"vk","Orange","1029970947","175146648","Не определено","0.5","3","3","0.0","3","0.0","0.0","4.333333333333333","00:02:09"
"vk","Orange","1029971825","175157924","Не определено","0.75","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:08"
"vk","Orange","1029973639","175184042","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:10"
"vk","Orange","1029978348","175264567","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","7.666666666666667","00:02:56"
"vk","Orange","1029978477","175266536","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.0","00:01:06"
"vk","Orange","1029980031","175293357","Не определено","0.75","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:52"
"vk","Orange","1029984512","175364579","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","2.6666666666666665","00:01:11"
"vk","Orange","1029987705","175407852","Не определено","0.17647058823529413","3","3","0.0","2","0.0","0.0","6.0","00:00:54"
"vk","Orange","1029992587","175479085","Не определено","0.375","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:53"
"vk","Orange","1030000719","175601268","Не определено","0.3","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:14"
"vk","Orange","1030000719","175601471","Не определено","0.3","3","3","0.0","3","0.0","0.0","4.0","00:01:54"
"vk","Orange","1030000719","175601536","Не определено","0.6","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:41"
"vk","Orange","1030002678","175632070","Не определено","0.5","4","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:06"
"vk","Orange","1030003493","175643878","Не определено","0.6","3","3","0.0","3","0.0","0.0","7.0","00:07:51"
"vk","Orange","1030005669","175679272","Не определено","0.3","3","3","0.0","3","0.0","0.0","5.0","00:03:06"
"vk","Orange","1030010069","175744272","Не определено","0.6","3","3","0.0","3","0.0","0.0","6.0","00:03:44"
"vk","Orange","1030010147","175745259","Не определено","0.5","3","3","0.0","3","0.0","0.0","4.333333333333333","00:02:30"
"vk","Orange","1030010147","175745591","Не определено","0.6","4","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:04"
"vk","Orange","1030010824","175756043","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:07"
"vk","Orange","1030010824","175756108","Не определено","0.6","3","3","0.0","3","0.0","0.0","5.666666666666667","00:01:54"
"vk","Orange","1030016956","175845381","Не определено","0.75","3","3","0.0","3","0.0","0.0","4.0","00:03:00"
"vk","Orange","1030016956","175845395","Не определено","0.6","3","3","0.0","3","0.0","0.0","6.0","00:01:44"
"vk","Orange","1030016956","175845566","Не определено","0.75","3","3","0.0","3","0.0","0.0","5.0","00:02:07"
"vk","Orange","1030018724","175872046","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:14"
"vk","Orange","1030018724","175872134","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:57"
"vk","Orange","1030019099","175878843","Не определено","0.375","3","3","0.0","3","0.0","0.0","7.0","00:02:12"
"vk","Orange","1030019099","175879094","Не определено","0.75","3","3","0.0","3","0.0","0.0","5.333333333333333","00:04:39"
"vk","Orange","1030019099","175879178","Не определено","0.375","4","3","0.0","3","0.0","0.0","3.3333333333333335","00:04:40"
"vk","Orange","1030026532","175988638","Не определено","0.75","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:51"
"vk","Orange","1030030749","176053946","Не определено","0.6","3","3","0.0","3","0.0","0.0","6.0","00:02:30"
"vk","Orange","1030031517","176067904","Не определено","0.75","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:00:51"
"vk","Orange","1030033292","176094641","Не определено","0.75","3","3","0.0","3","0.0","0.0","4.0","00:01:17"
"vk","Orange","1030033292","176094830","Не определено","0.375","3","3","0.0","3","0.0","0.0","4.666666666666667","00:00:54"
"vk","Orange","1030033292","176094915","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:49"
"vk","Orange","1030037759","176162699","Не определено","0.75","3","3","0.0","3","0.0","0.0","4.666666666666667","00:01:37"
"vk","Orange","1030037759","176163010","Не определено","0.6","4","3","0.0","3","0.0","0.0","8.0","00:01:45"
"vk","Orange","1030038376","176172043","Не определено","0.3","3","3","0.0","3","0.0","0.0","5.0","00:01:38"
"vk","Orange","1030038750","176177605","Не определено","0.375","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:23"
"vk","Orange","1030038750","176177628","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","2.6666666666666665","00:01:00"
"vk","Orange","1030038750","176177639","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:45"
"vk","Orange","1030042300","176224292","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.333333333333333","00:02:28"
"vk","Orange","1030042300","176224393","Не определено","0.75","4","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:27"
"vk","Orange","1030042300","176224418","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","5.666666666666667","00:01:41"
"vk","Orange","1030042300","176224469","Не определено","0.5","3","3","0.0","3","0.0","0.0","4.0","00:01:20"
"vk","Orange","1030042300","176224483","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:05:42"
"vk","Orange","1030042300","176224494","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","4.666666666666667","00:01:55"
"vk","Orange","1030046933","176292305","Не определено","0.6","3","3","0.0","3","0.0","0.0","5.0","00:03:13"
"vk","Orange","1030046933","176292368","Не определено","0.5","3","3","0.0","3","0.0","0.0","4.666666666666667","00:04:22"
"vk","Orange","1030048755","176317442","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","6.333333333333333","00:01:32"
"vk","Orange","1030048755","176317459","Не определено","0.6","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:35"
"vk","Orange","1030054675","176407259","Не определено","0.6","3","3","0.0","3","0.0","0.0","5.333333333333333","00:02:17"
"vk","Orange","1030054675","176407363","Не определено","0.6","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:07"
"vk","Orange","1030054675","176407369","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:21"
"vk","Orange","1030054675","176407372","Не определено","0.75","3","3","0.0","3","0.0","0.0","5.0","00:01:40"
"vk","Orange","1030057491","176452023","Не определено","1.0","3","3","0.0","3","0.0","0.0","6.666666666666667","00:01:41"
"vk","Orange","1030057491","176452050","Не определено","0.375","3","3","0.0","3","0.0","0.0","5.333333333333333","00:01:24"
"vk","Orange","1030057491","176452065","Не определено","0.5","4","3","0.0","3","0.0","0.0","7.0","00:07:46"
"vk","Orange","1030057491","176452078","Не определено","0.5","3","3","0.0","3","0.0","0.0","4.333333333333333","00:02:04"
"vk","Orange","1030059586","176486145","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","6.333333333333333","00:03:50"
"vk","Orange","1030059586","176486148","Не определено","0.6","3","3","0.0","3","0.0","0.0","4.0","00:03:42"
"vk","Orange","1030059613","176486494","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.0","00:01:29"
"vk","Orange","1030059613","176486560","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:00:51"
"vk","Orange","1030059618","176486615","Не определено","1.0","5","3","0.0","3","0.0","0.0","9.666666666666666","00:06:57"
"vk","Orange","1030064330","176549833","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","5.333333333333333","00:06:12"
"vk","Orange","1030064330","176549900","Не определено","0.75","3","3","0.0","3","0.0","0.0","7.0","00:02:36"
"vk","Orange","1030064330","176549933","Не определено","0.375","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:07"
"vk","Orange","1030064346","176550219","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:42"
"vk","Orange","1030064939","176558179","Не определено","0.375","3","3","0.0","3","0.0","0.0","11.333333333333334","00:03:38"
"vk","Orange","1030069485","176621513","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.0","00:11:52"
"vk","Orange","1030071096","176642089","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","5.0","00:01:42"
"vk","Orange","1030071096","176642094","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","7.333333333333333","00:02:09"
"vk","Orange","1030071096","176642107","Не определено","0.5","3","3","0.0","3","0.0","0.0","6.0","00:02:01"
"vk","Orange","1030071096","176642194","Не определено","0.2727272727272727","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:02"
"vk","Orange","1030071382","176646175","Не определено","0.6","3","3","0.0","3","0.0","0.0","5.333333333333333","00:02:22"
"vk","Orange","1030078752","176746539","Не определено","0.375","3","3","0.0","3","0.0","0.0","4.666666666666667","00:01:05"
"vk","Orange","1030079205","176752295","Не определено","0.375","3","3","0.0","3","0.0","0.0","6.0","00:01:52"
"vk","Orange","1030079205","176752678","Не определено","0.375","3","3","0.0","3","0.0","0.0","7.333333333333333","00:02:53"
"vk","Orange","1030079205","176760115","Не определено","0.2727272727272727","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:00:57"
"vk","Orange","1030080971","176782503","Не определено","0.3","3","3","0.0","3","0.0","0.0","6.666666666666667","00:02:28"
"vk","Orange","1030086253","176861336","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","4.666666666666667","00:01:04"
"vk","Orange","1030086693","176869164","Не определено","0.6","3","3","0.0","3","0.0","0.0","4.0","00:01:33"
"vk","Orange","1030086693","176869165","Не определено","0.6","3","3","0.0","3","0.0","0.0","2.6666666666666665","00:01:06"
"vk","Orange","1030087149","176875067","Не определено","0.6","3","3","0.0","3","0.0","0.0","5.333333333333333","00:01:56"
"vk","Orange","1030087149","176875086","Не определено","0.75","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:21"
"vk","Orange","1030088515","176899587","Не определено","0.375","3","3","0.0","3","0.0","0.0","2.0","00:01:17"
"vk","Orange","1030091385","176941075","Не определено","1.0","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:23"
"vk","Orange","1030091441","176941887","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.0","00:06:23"
"vk","Orange","1030096252","177017618","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:18"
"vk","Orange","1030101666","177107172","Не определено","1.0","3","3","0.0","3","0.0","0.0","5.0","00:02:07"
"vk","Orange","1030101779","177109103","Не определено","1.0","3","3","0.0","3","0.0","0.0","5.333333333333333","00:01:32"
"vk","Orange","1030101779","177109107","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.666666666666667","00:02:42"
"vk","Orange","1030101779","177109133","Не определено","0.75","3","3","0.0","3","0.0","0.0","5.333333333333333","00:03:48"
"vk","Orange","1030101779","177109155","Не определено","0.42857142857142855","3","3","0.0","2","0.0","0.0","3.6666666666666665","00:01:16"
"vk","Orange","1030102830","177132134","Не определено","0.6","4","3","0.0","3","0.0","0.0","7.0","00:02:21"
"vk","Orange","1030113847","177311229","Не определено","0.75","3","3","0.0","3","0.0","0.0","9.333333333333334","00:03:52"
"vk","Orange","1030113879","177311790","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:45"
"vk","Orange","1030120724","177427103","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.0","00:06:49"
"vk_market","Orange","gr_10","t26_k76","Не определено","0.5","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:00:49"
"vk_market","Orange","gr_16","t28.4_k63","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","4.666666666666667","00:01:00"
"vk_market","Orange","gr_17","t24_k46.1","Не определено","0.2","3","3","0.0","3","0.0","0.0","6.0","00:02:58"
"vk_market","Orange","gr_27","t43.4_k40","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","5.0","00:01:53"
"vk_market","Orange","gr_28","t26_k76","Не определено","1.0","3","3","0.0","3","0.0","0.0","4.333333333333333","00:01:01"
"vk_market","Orange","gr_28","t5_k26.1","Не определено","0.375","3","3","0.0","3","0.0","0.0","9.0","00:01:42"
"vk_market","Orange","gr_29","t24_k46.1","Не определено","0.25","3","3","0.0","3","0.0","0.0","6.0","00:00:51"
"vk_market","Orange","gr_31","t57_k34","Не определено","0.375","3","3","0.0","3","0.0","0.0","5.333333333333333","00:02:59"
"vk_market","Orange","gr_33","t24_k46.1","Не определено","0.6","3","3","0.0","3","0.0","0.0","7.0","00:08:22"
"vk_market","Orange","gr_33","t43.4_k40","Не определено","0.375","3","3","0.0","3","0.0","0.0","4.0","00:01:04"
"vk_market","Orange","gr_35","t28.4_k63","Не определено","0.25","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:57"
"vk_market","Orange","gr_37","t28.4_k63","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","4.666666666666667","00:04:21"
"vk_market","Orange","gr_39","t57_k34","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","5.666666666666667","00:01:22"
"vk_market","Orange","gr_4","t5_k26.1","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","4.0","00:02:03"
"vk_market","Orange","gr_40","t24_k46.1","Не определено","0.5","3","3","0.0","3","0.0","0.0","4.333333333333333","00:05:34"
"vk_market","Orange","gr_42","t5_k26.1","Не определено","0.375","3","3","0.0","3","0.0","0.0","5.0","00:03:10"
"vk_market","Orange","gr_43","t5_k26.1","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","2.6666666666666665","00:01:13"
"vk_market","Orange","gr_44","t5_k26.1","Не определено","0.15789473684210525","3","3","0.0","3","0.0","0.0","5.0","00:03:02"
"vk_market","Orange","gr_47","t24_k46.1","Не определено","0.3","3","3","0.0","3","0.0","0.0","3.0","00:01:17"
"vk_market","Orange","gr_9","t28.4_k63","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","6.666666666666667","00:06:25"
"vkontakte","lentavideo111","rebneslush","Не определено","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:01:23"
"vkontakte","vkpost103","domdiag1","Не определено","Не определено","0.42857142857142855","3","3","0.0","3","0.0","0.0","5.0","00:02:14"
"vkontakte","vkpost96","trioshibrod","Не определено","Не определено","0.14285714285714285","3","3","0.0","3","0.0","0.0","8.0","00:07:57"
"yandex_ilvina","cpc","107806482","15876620187","как запустили речь ребенка форум","0.2","3","3","0.0","3","0.0","0.0","5.0","00:05:46"
"yandex_ilvina","cpc","107806482","15876620187","как запустить речь у ребенка 2","0.23076923076923075","3","3","0.0","3","0.0","0.0","4.666666666666667","00:02:19"
"youtube","Video111","eholaliya","Не определено","Не определено","0.3","3","3","0.0","3","0.0","0.0","3.3333333333333335","00:00:53"
"youtube","Video140","etapyrazvit","Не определено","Не определено","0.11538461538461538","3","3","0.0","3","0.0","0.0","3.6666666666666665","00:01:30"
"youtube","Video145","diagnoz","Не определено","Не определено","0.14285714285714285","3","3","0.0","3","0.0","0.0","5.333333333333333","00:00:56"
"youtube","Video47","podrazdeyatel","Не определено","Не определено","0.75","3","3","0.0","3","0.0","0.0","7.0","00:09:29"
"youtube","Video54","gorshsosoben","Не определено","Не определено","0.5","3","3","0.0","3","0.0","0.0","5.666666666666667","00:03:36"
"youtube","Video64","podrazdeyat","Не определено","Не определено","0.33333333333333326","3","3","0.0","3","0.0","0.0","5.0","00:01:19"
"YouTube","Video14","negovorit","Не определено","Не определено","0.6666666666666665","3","2","0.0","2","0.0","0.0","6.5","00:03:50"
"dzen","videodzen136","chegorech","Не определено","Не определено","0.2222222222222222","2","2","0.0","2","0.0","0.0","4.0","00:13:02"
"google","partner","odnoralenko","Не определено","Не определено","0.5","2","2","0.0","2","0.0","0.0","3.0","00:01:24"
"telega","bloger","mama_2h","Не определено","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:03:16"
"vk","Orange","1029634724","170434489","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","5.0","00:04:19"
"vk","Orange","1029896462","174128145","Не определено","1.0","2","2","0.0","2","0.0","0.0","3.5","00:02:06"
"vk","Orange","1029929369","174590526","Не определено","1.0","2","2","0.0","2","0.0","0.0","4.5","00:03:29"
"vk","Orange","1029929369","174590655","Не определено","0.5","2","2","0.0","2","0.0","0.0","5.5","00:04:51"
"vk","Orange","1029930001","174599548","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:01:13"
"vk","Orange","1029932044","174680794","Не определено","0.2857142857142857","2","2","0.0","2","0.0","0.0","8.0","00:01:28"
"vk","Orange","1029935223","174670801","Не определено","0.5","2","2","0.0","2","0.0","0.0","3.5","00:00:49"
"vk","Orange","1029935223","174670890","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","4.5","00:04:31"
"vk","Orange","1029935445","174673706","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","4.5","00:03:04"
"vk","Orange","1029935445","174673905","Не определено","1.0","2","2","0.0","2","0.0","0.0","4.0","00:02:08"
"vk","Orange","1029935445","174674042","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:09:48"
"vk","Orange","1029944507","174789995","Не определено","0.4","2","2","0.0","2","0.0","0.0","3.5","00:01:10"
"vk","Orange","1029944507","174790047","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","3.5","00:01:28"
"vk","Orange","1029944507","174790156","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","7.5","00:05:34"
"vk","Orange","1029944507","174790192","Не определено","0.5","2","2","0.0","2","0.0","0.0","4.5","00:00:56"
"vk","Orange","1029945483","174800661","Не определено","1.0","2","2","0.0","2","0.0","0.0","6.0","00:11:21"
"vk","Orange","1029950098","174862389","Не определено","0.18181818181818182","2","2","0.0","2","0.0","0.0","5.5","00:02:44"
"vk","Orange","1029950098","174862419","Не определено","0.5","2","2","0.0","2","0.0","0.0","8.0","00:02:10"
"vk","Orange","1029950098","174862552","Не определено","0.5","2","2","0.0","2","0.0","0.0","4.5","00:03:36"
"vk","Orange","1029950360","174866200","Не определено","0.25","2","2","0.0","2","0.0","0.0","4.5","00:02:03"
"vk","Orange","1029950360","174866217","Не определено","1.0","2","2","0.0","2","0.0","0.0","6.5","00:01:57"
"vk","Orange","1029950360","174868239","Не определено","1.0","2","2","0.0","2","0.0","0.0","6.0","00:03:43"
"vk","Orange","1029951215","174878171","Не определено","1.0","2","2","0.0","2","0.0","0.0","7.0","00:02:17"
"vk","Orange","1029951215","174878272","Не определено","0.5","3","2","0.0","2","0.0","0.0","10.5","00:02:57"
"vk","Orange","1029951354","174880163","Не определено","1.0","2","2","0.0","2","0.0","0.0","6.0","00:01:17"
"vk","Orange","1029951354","174880212","Не определено","0.4","2","2","0.0","2","0.0","0.0","2.5","00:00:42"
"vk","Orange","1029952695","174899851","Не определено","1.0","2","2","0.0","2","0.0","0.0","3.5","00:01:07"
"vk","Orange","1029952816","174902022","Не определено","0.5","2","2","0.0","2","0.0","0.0","6.0","00:01:57"
"vk","Orange","1029955386","174934476","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","4.0","00:01:40"
"vk","Orange","1029955386","174934521","Не определено","1.0","2","2","0.0","2","0.0","0.0","9.0","00:02:36"
"vk","Orange","1029955386","174936735","Не определено","0.2857142857142857","2","2","0.0","2","0.0","0.0","5.5","00:01:24"
"vk","Orange","1029955648","174938230","Не определено","1.0","2","2","0.0","2","0.0","0.0","4.0","00:00:52"
"vk","Orange","1029955648","174938299","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:04:36"
"vk","Orange","1029955648","174938326","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","6.5","00:02:09"
"vk","Orange","1029955648","174938466","Не определено","0.33333333333333326","2","2","0.0","2","0.0","0.0","2.5","00:00:48"
"vk","Orange","1029961334","175017479","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","3.0","00:01:20"
"vk","Orange","1029961334","175017481","Не определено","1.0","2","2","0.0","2","0.0","0.0","4.0","00:01:55"
"vk","Orange","1029963309","175041265","Не определено","0.5","2","2","0.0","2","0.0","0.0","5.5","00:01:00"
"vk","Orange","1029963309","175041272","Не определено","0.4","2","2","0.0","2","0.0","0.0","3.5","00:02:09"
"vk","Orange","1029965647","175070726","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.0","00:02:13"
"vk","Orange","1029965647","175070743","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","6.5","00:03:14"
"vk","Orange","1029965647","175070779","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","9.0","00:04:09"
"vk","Orange","1029965647","175070820","Не определено","0.5","2","2","0.0","2","0.0","0.0","4.0","00:00:50"
"vk","Orange","1029965696","175071534","Не определено","0.5","2","2","0.0","2","0.0","0.0","5.0","00:01:49"
"vk","Orange","1029965696","175071645","Не определено","1.0","2","2","0.0","2","0.0","0.0","7.5","00:02:11"
"vk","Orange","1029965696","175071662","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:04:44"
"vk","Orange","1029965696","175071724","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","4.5","00:01:37"
"vk","Orange","1029965696","175071746","Не определено","0.4","2","2","0.0","2","0.0","0.0","5.5","00:01:24"
"vk","Orange","1029965930","175075169","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","5.5","00:05:18"
"vk","Orange","1029966173","175078217","Не определено","0.4","2","2","0.0","2","0.0","0.0","4.5","00:04:05"
"vk","Orange","1029966173","175078232","Не определено","0.33333333333333326","2","2","0.0","2","0.0","0.0","5.0","00:02:09"
"vk","Orange","1029966173","175078419","Не определено","0.5","2","2","0.0","2","0.0","0.0","5.5","00:03:47"
"vk","Orange","1029966757","175086508","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:01:21"
"vk","Orange","1029966757","175101408","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","4.0","00:01:23"
"vk","Orange","1029966757","175101495","Не определено","0.5","2","2","0.0","2","0.0","0.0","5.5","00:01:40"
"vk","Orange","1029966757","175101560","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","8.0","00:01:28"
"vk","Orange","1029967944","175103277","Не определено","0.5","2","2","0.0","2","0.0","0.0","4.0","00:02:59"
"vk","Orange","1029967944","175103513","Не определено","0.2","2","2","0.0","2","0.0","0.0","4.5","00:00:59"
"vk","Orange","1029967944","175168846","Не определено","0.4","2","2","0.0","2","0.0","0.0","4.0","00:00:45"
"vk","Orange","1029967944","175170412","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","3.5","00:01:03"
"vk","Orange","1029970947","175146707","Не определено","0.25","2","2","0.0","2","0.0","0.0","5.5","00:03:03"
"vk","Orange","1029971529","175154201","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","6.0","00:02:42"
"vk","Orange","1029971529","175154350","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:01:47"
"vk","Orange","1029971529","175154354","Не определено","1.0","2","2","0.0","2","0.0","0.0","4.0","00:01:13"
"vk","Orange","1029971825","175157511","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","3.5","00:02:04"
"vk","Orange","1029971825","175157672","Не определено","0.2857142857142857","2","2","0.0","2","0.0","0.0","4.0","00:01:15"
"vk","Orange","1029971825","175157811","Не определено","0.5","2","2","0.0","2","0.0","0.0","4.5","00:02:45"
"vk","Orange","1029973639","175183398","Не определено","0.33333333333333326","2","2","0.0","2","0.0","0.0","3.0","00:11:09"
"vk","Orange","1029973639","175183649","Не определено","1.0","2","2","0.0","2","0.0","0.0","5.5","00:01:28"
"vk","Orange","1029978348","175264316","Не определено","0.33333333333333326","2","2","0.0","2","0.0","0.0","3.0","00:00:56"
"vk","Orange","1029978348","175264365","Не определено","0.5","3","2","0.0","2","0.0","0.0","6.0","00:02:57"
"vk","Orange","1029978348","175264537","Не определено","0.5","2","2","0.0","2","0.0","0.0","4.0","00:01:32"
"vk","Orange","1029978348","175264549","Не определено","0.4","2","2","0.0","2","0.0","0.0","4.0","00:00:50"
"vk","Orange","1029978477","175266574","Не определено","0.5","2","2","0.0","2","0.0","0.0","5.5","00:01:16"
"vk","Orange","1029978477","175266578","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","7.0","00:01:32"
"vk","Orange","1029978477","175266684","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","4.5","00:01:35"
"vk","Orange","1029980031","175293399","Не определено","0.33333333333333326","2","2","0.0","2","0.0","0.0","6.5","00:02:53"
"vk","Orange","1029980031","175293445","Не определено","1.0","2","2","0.0","2","0.0","0.0","6.5","00:03:05"
"vk","Orange","1029980031","175293500","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","5.5","00:02:49"
"vk","Orange","1029980219","175297176","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","5.5","00:01:43"
"vk","Orange","1029980219","175297282","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","6.5","00:03:00"
"vk","Orange","1029980219","175297287","Не определено","0.4","2","2","0.0","2","0.0","0.0","6.5","00:02:13"
"vk","Orange","1029980219","175297320","Не определено","0.5","2","2","0.0","2","0.0","0.0","6.0","00:03:36"
"vk","Orange","1029980219","175297333","Не определено","0.5","2","2","0.0","2","0.0","0.0","7.0","00:13:37"
"vk","Orange","1029984512","175364608","Не определено","0.6666666666666665","2","2","0.0","2","0.0","0.0","2.5","00:01:15"
