Дата;Клиент;ID клиента;Кампания;ID кампании;Запись;ID записи;Потрачено, руб.;Выполненные заявки;Переходы по ссылкам; Вступления; Охват; Охват подписчиков;Отметки «Нравится»;Поделилось;Комментарии
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_32;4836993;462;1;9;0;4397;4359;5;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_29;4820937;857;1;2;0;1714;1662;0;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_28;4820936;497;1;4;0;3213;2883;1;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_20;4820858;1028;1;10;0;4824;4696;12;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_16;4820899;651;1;1;0;2600;2598;2;0;2
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_13;4820861;1714;1;24;0;6267;6071;26;2;1
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_10;4820574;480;1;1;0;2948;2777;1;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_6;4820600;274;1;1;0;2071;1609;6;3;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_5;4820569;214;1;6;0;1584;1559;4;0;1
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_3;4820597;857;1;28;0;5169;5160;13;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_9;4820573;617;1;6;0;3853;3833;4;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_21;4820929;788;1;4;0;3964;3867;3;0;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_14;4820897;514;1;23;0;2743;2551;8;1;0
20.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_1;4820593;514;1;4;0;1353;1212;2;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_26;4820964;668;1;1;0;1120;1008;0;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_40;4836980;375;1;9;0;3923;3765;10;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_38;4836989;514;1;2;0;2415;2407;1;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_34;4836996;2057;1;7;0;4344;4258;4;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_48;4844537;426;1;4;0;2672;2608;1;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_46;4844533;668;1;1;0;3659;3654;2;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_45;4844487;857;1;7;0;4603;4376;9;1;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_42;4844658;428;1;1;0;3379;3325;2;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_13;4820875;1714;1;14;0;4273;4199;16;0;1
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_35;4836997;171;1;1;0;2935;2918;0;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_31;4837004;185;1;1;0;457;457;1;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_30;4820938;221;1;2;0;1044;1028;4;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_27;4820922;171;1;3;0;2814;2732;2;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_23;4820941;908;1;6;0;2895;2808;6;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_17;4820879;171;1;0;0;981;907;3;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_11;4820849;771;1;19;0;4183;3999;10;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_8;4820603;360;1;15;0;5097;4701;9;1;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_4;4820598;514;1;7;0;5464;5184;3;0;0
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_18;4820890;788;1;7;0;2842;2771;0;0;1
21.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_12;4820860;840;1;10;0;7334;6825;7;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_24;4820919;514;1;6;0;2700;2355;5;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_39;4836979;171;1;2;0;2740;2708;1;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_38;4837012;514;1;2;0;2014;1997;2;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_37;4836977;291;1;7;0;1924;1879;5;0;2
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_32;4836982;437;1;1;0;4671;4579;10;1;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_29;4820957;1028;1;2;0;1482;1463;0;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_47;4844509;257;1;6;0;2286;2255;4;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_9;4820604;617;1;12;0;4219;4182;4;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_3;4820627;857;1;9;0;2703;2683;3;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_12;4820850;840;1;34;0;13650;12912;28;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_44;4844661;240;1;2;0;2154;2004;3;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_43;4844552;1842;1;23;0;9309;8990;17;1;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_15;4820887;2914;1;27;0;12032;11671;14;1;2
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_7;4820618;857;1;7;0;2288;2148;68;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_33;4836994;565;1;3;0;2348;2283;1;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_28;4820966;497;1;3;0;6820;6627;4;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_16;4820910;651;1;2;0;4354;4354;4;1;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_10;4820605;480;1;5;0;4147;4047;4;0;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_21;4820969;788;1;3;0;5328;5283;4;1;0
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_14;4820908;514;1;26;0;3364;3255;13;0;1
22.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_1;4820607;514;1;8;0;1731;1620;1;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_22;4820950;514;1;7;0;5369;5238;7;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_26;4820974;668;1;1;0;2380;2370;3;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_23;4820951;908;1;3;0;2142;1833;4;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_40;4837016;375;1;4;0;3204;3177;5;0;1
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_37;4837011;291;1;5;0;1285;1187;6;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_35;4836985;171;1;4;0;6082;5997;2;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_31;4832116;185;1;2;0;996;941;3;1;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_27;4820935;171;1;1;0;2395;2376;0;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_30;4820978;221;1;2;0;861;833;2;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_18;4820869;788;1;8;0;4878;4721;5;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_8;4820572;377;1;4;0;2015;1807;1;1;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_48;4844568;426;1;5;0;3873;3864;1;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_46;4844560;668;1;7;0;3847;3784;1;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_11;4820859;771;1;6;0;2479;2157;3;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_7;4820644;857;1;0;0;1803;1737;35;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_3;4820567;857;1;52;0;8893;8853;26;1;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_2;4820566;2571;1;16;0;4070;3790;8;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_45;4844507;857;1;7;0;3741;3623;7;1;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_44;4844632;240;1;2;0;2376;2333;2;0;0
23.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_42;4844548;428;1;3;0;3297;3157;9;4;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_24;4820962;514;1;2;0;3695;3368;3;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_39;4836990;171;1;6;0;4088;4012;3;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_33;4836983;600;1;2;0;1696;1614;1;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_32;4832117;437;1;6;0;5523;5333;6;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_28;4820976;497;1;6;0;5192;4932;2;0;1
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_21;4820949;788;1;10;0;4846;4776;4;0;1
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_20;4820892;1028;1;15;0;5759;5621;9;1;1
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_16;4820878;651;1;0;0;2111;1881;1;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_13;4820896;1714;1;9;0;2422;2322;13;1;1
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_29;4820925;1028;1;3;0;1227;1108;1;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_47;4844534;257;1;0;0;2558;2470;2;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_9;4820573;617;1;6;0;2763;2636;5;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_2;4820626;2571;1;22;0;4803;4578;13;3;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_1;4820593;514;1;8;0;2220;2015;3;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_14;4820862;514;1;21;0;2548;2424;11;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_15;4820877;2914;1;37;0;15114;14664;11;0;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_43;4844527;1842;1;24;0;9396;8956;12;2;0
24.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_42;4844625;428;1;2;0;2809;2656;3;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_22;4820940;514;1;11;0;9871;9520;5;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_26;4820954;668;1;2;0;2647;2593;1;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_23;4820918;908;1;4;0;2605;2523;1;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_40;4837003;375;1;3;0;2286;2156;4;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_38;4836978;514;1;0;0;767;765;2;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_35;4836973;171;1;3;0;2523;2359;3;1;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_31;4836992;185;1;1;0;680;666;1;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_27;4820922;171;1;3;0;2024;2006;3;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_30;4820968;221;1;1;0;1006;928;4;0;1
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_18;4820856;788;1;1;0;3453;3352;5;0;1
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_8;4820632;377;1;1;0;3065;2884;4;1;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_13;4820907;1714;1;11;0;4029;3911;14;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_34;4836984;2057;1;5;0;3089;2936;6;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_48;4844646;426;1;6;0;3739;3604;2;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_46;4844640;668;1;0;0;3878;3832;2;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_11;4820873;771;1;10;0;3146;2996;11;1;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_9;4820587;617;1;5;0;5942;5791;7;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_1;4820551;514;1;7;0;1288;1085;2;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_12;4820874;840;1;14;0;9344;8380;11;0;0
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_45;4844557;857;1;5;0;3439;3321;7;0;1
25.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_43;4844480;1842;1;2;0;9247;8960;19;1;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_24;4820952;514;1;3;0;3888;3473;7;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_22;4820917;514;1;4;0;4801;4573;5;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_26;4820944;668;1;2;0;1526;1486;2;0;1
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_39;4836979;171;1;3;0;3949;3942;4;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_37;4836977;291;1;5;0;1370;1315;11;0;1
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_35;4837009;171;1;5;0;3406;3365;4;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_33;4837006;600;1;3;0;1128;1094;1;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_32;4837005;437;1;7;0;5847;5655;6;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_28;4820956;497;1;5;0;3794;3475;3;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_21;4820959;788;1;1;0;1717;1616;1;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_20;4820858;1028;1;7;0;3506;3375;10;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_16;4820888;651;1;1;0;1775;1680;1;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_29;4820947;1028;1;1;0;2789;2687;2;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_47;4844564;257;1;0;0;1992;1944;1;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_7;4820631;857;1;4;0;2252;2196;28;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_3;4820579;857;1;23;0;4362;4308;9;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_14;4820852;514;1;9;0;1340;1261;6;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_15;4820909;2914;1;23;0;16890;16144;25;4;1
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_12;4820906;840;1;5;0;6203;5388;10;0;0
26.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_12;4820850;840;1;24;0;8864;8325;18;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_23;4820961;908;1;3;0;2282;2175;1;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_40;4836980;375;1;4;0;2309;2262;5;1;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_38;4836989;514;1;1;0;2031;2006;1;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_33;4832118;600;1;0;0;1883;1823;0;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_31;4837004;185;1;1;0;729;710;1;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_27;4820965;171;1;2;0;2358;2255;0;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_30;4820958;221;1;4;0;1926;1836;2;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_18;4820880;788;1;8;0;2050;1939;1;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_8;4820603;377;1;12;0;4295;4093;8;1;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_34;4836971;2057;1;9;0;6572;6459;11;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_48;4844495;426;1;3;0;1874;1784;1;1;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_47;4844493;257;1;1;0;2494;2447;4;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_46;4844490;668;1;0;0;3570;3496;4;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_11;4820849;771;1;10;0;3392;3281;6;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_3;4820597;857;1;29;0;4138;3945;5;0;0
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_2;4820626;2571;1;12;0;4510;4415;9;1;1
27.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_45;4844530;857;1;6;0;3232;3143;7;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_43;4844504;1842;1;11;0;6988;6634;12;1;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_24;4820919;514;1;2;0;2903;2625;4;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_23;4820951;908;1;2;0;2403;2265;3;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_39;4837014;171;1;8;0;4263;3937;7;1;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_37;4836999;291;1;8;0;2104;2011;9;0;1
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_32;4836982;437;1;2;0;3831;3766;3;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_31;4836981;185;1;2;0;937;930;1;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_28;4820946;497;1;6;0;4012;3799;2;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_21;4820916;788;1;8;0;5005;4956;7;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_20;4820882;1028;1;2;0;2974;2909;4;0;1
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_16;4820899;651;1;0;0;1852;1667;2;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_13;4820875;1714;1;7;0;2971;2920;12;0;2
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_29;4820967;1028;1;0;0;2339;2279;1;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_9;4820604;617;1;14;0;5230;4911;9;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_7;4820618;857;1;7;0;2065;1950;57;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_1;4820636;514;1;4;0;1851;1726;3;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_14;4820876;514;1;19;0;2407;2267;16;1;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_15;4820887;2914;1;37;0;14978;14650;12;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_12;4820860;840;1;14;0;10505;9954;11;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_45;4844487;857;1;10;0;4501;4422;7;0;0
28.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_44;4844555;240;1;5;0;2432;2388;5;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_43;4844552;1842;1;28;0;8722;8342;14;1;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_22;4820930;514;1;9;0;11029;10910;6;1;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_26;4820954;668;1;3;0;935;892;1;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_40;4836991;375;1;3;0;1788;1731;5;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_38;4837000;514;1;4;0;2300;2288;2;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_37;4837011;291;1;6;0;2909;2772;6;2;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k4 group_35;4836973;171;1;6;0;5644;5530;2;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_27;4820935;171;1;2;0;3694;3630;2;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k18 group_30;4820938;221;1;3;0;1628;1608;1;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t20.1_k16 group_18;4820913;788;1;6;0;7523;7375;6;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_8;4820620;377;1;11;0;4580;4316;5;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_34;4836996;2057;1;6;0;9366;9340;3;1;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_48;4844537;426;1;3;0;3394;3273;4;2;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k1 group_46;4844533;668;1;6;0;6618;6517;2;1;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_11;4820883;771;1;7;0;2954;2689;4;0;0
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t9_k2 group_2;4820611;2571;1;16;0;4658;4493;8;0;1
29.01.2024;1906-274 Школа массажа;2003705404;Кампания по умолчанию;1340506;t17_k17 group_15;4820898;2914;1;10;0;8356;8079;6;1;0
